,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
307,17054981,,,,5.0,4.0,,,5.0,,1968.0,3760.0,3760.0,,,1968.0,,6111.0,4.0,5.0,3.0,784.0,,,34449407.0,-119254052.0,42688.0,1.0,735.0,,,1.0,1110,261.0,,61110009.011034,13091.0,2061.0,,97099.0,11.0,,,,,,,1982.0,2.0,,494390.0,859741.0,2015.0,365351.0,9608.74,,,61110009011034.0
308,17055119,,,,2.5,2.0,,,2.5,,732.0,1590.0,1590.0,,,732.0,,6111.0,1.0,2.0,2.0,0.0,,,34445300.0,-119253000.0,1462.0,,,,,,1129,266.0,,61110009.011055,13091.0,2061.0,,97099.0,5.0,,1.0,,,,,1984.0,2.0,,210000.0,420000.0,2015.0,210000.0,5291.88,,,61110009011055.0
309,17055279,,,,1.0,2.0,,,1.0,,1089.0,1089.0,1089.0,,,1089.0,,6111.0,,1.0,2.0,432.0,,,34450161.0,-119246690.0,6661.0,,,,,,1110,261.0,,61110009.03102,13091.0,2061.0,,97099.0,5.0,,,,,,,1929.0,1.0,,72907.0,192470.0,2015.0,119563.0,2853.66,,,61110009031020.0
310,17055559,,,,1.5,1.0,,,1.5,,1440.0,1440.0,1440.0,,,1440.0,,6111.0,1.0,1.0,2.0,704.0,,,34456617.0,-119240887.0,11795.0,,,,,,1110,261.0,,61110009.01102,13091.0,2061.0,,97099.0,3.0,,1.0,,,360.0,,1973.0,1.0,,72670.0,386107.0,2015.0,313437.0,4975.26,,,61110009011020.0
311,17055582,,,,2.5,2.0,,,2.5,,2468.0,2468.0,2468.0,,,2468.0,,6111.0,1.0,2.0,2.0,0.0,,,34460706.0,-119242372.0,53579.0,,,,,,1110,261.0,,61110009.01102,13091.0,2061.0,,97099.0,6.0,,1.0,,,,,1995.0,1.0,,262621.0,510100.0,2015.0,247479.0,6648.32,,,61110009011020.0
312,17055674,,,,4.0,3.0,,,4.0,,2261.0,2261.0,2261.0,,,2261.0,,6111.0,2.0,4.0,2.0,484.0,,,34456013.0,-119239461.0,40162.0,,,,,,1110,261.0,,61110009.034018,13091.0,2061.0,,97099.0,7.0,,,,,255.0,,1979.0,1.0,,238818.0,755073.0,2015.0,516255.0,8361.78,,,61110009034018.0
313,17055743,,,,2.0,3.0,,,2.0,66.0,1444.0,1444.0,1444.0,,,1444.0,,6111.0,,2.0,1.0,0.0,,,34454169.0,-119237898.0,7108.0,,,,,,1110,261.0,,61110009.034011,13091.0,2061.0,,97099.0,6.0,,,,,,,1951.0,1.0,,128881.0,429608.0,2015.0,300727.0,5494.04,,,61110009034011.0
314,17055981,,,,1.0,2.0,,,1.0,,1116.0,1116.0,1116.0,,,1116.0,,6111.0,,1.0,2.0,480.0,,,34453114.0,-119236028.0,8982.0,,,,,,1110,261.0,,61110009.031006,13091.0,2061.0,,97099.0,4.0,,,,,,,1957.0,1.0,,83506.0,227929.0,2015.0,144423.0,3223.42,,,61110009031006.0
315,17056295,,,,2.0,3.0,,,2.0,,1197.0,1197.0,1197.0,,,1197.0,,6111.0,1.0,2.0,2.0,475.0,,,34461036.0,-119236181.0,8190.0,,,,,,1111,261.0,,61110009.034009,13091.0,2061.0,,97099.0,6.0,,,,,,,1958.0,1.0,,184007.0,283081.0,2015.0,99074.0,3868.3,,,61110009034009.0
316,17056441,,,,2.0,3.0,,,2.0,,1204.0,1204.0,1204.0,,,1204.0,,6111.0,,2.0,2.0,460.0,,,34460521.0,-119233963.0,9750.0,,,,,,1111,261.0,,61110009.034006,13091.0,2061.0,,97099.0,5.0,,,,,400.0,,1961.0,1.0,,252002.0,420003.0,2015.0,168001.0,5401.0,,,61110009034006.0
317,17056517,,,,1.0,2.0,,,1.0,,1411.0,1411.0,1411.0,,,1411.0,,6111.0,1.0,1.0,1.0,338.0,,,34442894.0,-119251297.0,13825.0,,,,,,1110,261.0,,61110009.022049,13091.0,2061.0,,97099.0,5.0,,,,,,,1947.0,1.0,,69181.0,219191.0,2015.0,150010.0,3174.34,,,61110009022049.0
318,17057038,,,,1.0,2.0,,,1.0,,1050.0,1050.0,1050.0,,,1050.0,,6111.0,1.0,1.0,2.0,0.0,,,34447734.0,-119217158.0,10027.0,,,,,,1110,261.0,,61110009.022001,13091.0,2061.0,,97099.0,4.0,,,,,,,1954.0,1.0,,82833.0,149091.0,2015.0,66258.0,1599.44,,,61110009022001.0
319,17057769,,,,2.0,2.0,,,2.0,,1754.0,1754.0,1754.0,,,1754.0,,6111.0,1.0,2.0,1.0,0.0,,,34461232.0,-119180816.0,23086.0,,,,,,1110,261.0,,61110009.032007,13091.0,2061.0,,97099.0,4.0,,,,,,,1962.0,1.0,,144972.0,840854.0,2015.0,695882.0,9140.64,,,61110009032007.0
320,17057799,,,,2.0,3.0,,,2.0,,558.0,1638.0,1638.0,,,558.0,,6111.0,1.0,2.0,2.0,527.0,,,34454777.0,-119197226.0,197651.0,1.0,903.0,,,1.0,1110,261.0,,61110009.03205,13091.0,2061.0,,97099.0,6.0,,,,,,560.0,1989.0,2.0,,259435.0,643767.0,2015.0,384332.0,6951.44,,,61110009032050.0
321,17057897,,,,1.0,2.0,,,1.0,,924.0,924.0,924.0,,,924.0,,6111.0,,1.0,2.0,480.0,,,34437502.0,-119136748.0,41400.0,,,,,,1110,261.0,,61110009.033116,26965.0,2061.0,,97099.0,0.0,,,,,225.0,,1950.0,1.0,,105576.0,227394.0,2015.0,121818.0,2418.7,,,61110009033116.0
322,17058148,,,,2.0,3.0,,,2.0,,960.0,1023.0,1023.0,,,960.0,,6111.0,1.0,2.0,1.0,360.0,,,34411071.0,-119295022.0,9000.0,,,,,,1111,261.0,,61110011.011042,40110.0,2061.0,,97098.0,5.0,,,,,240.0,,1956.0,1.0,,91844.0,122060.0,2015.0,30216.0,2079.1,,,61110011011042.0
323,17058568,,,,1.0,3.0,,,1.0,,1056.0,1056.0,1056.0,,,1056.0,,6111.0,1.0,1.0,2.0,400.0,,,34400519.0,-119297939.0,6600.0,,,,,,1110,261.0,,61110011.022007,40110.0,2061.0,,97098.0,6.0,,,,,144.0,,1929.0,1.0,,29288.0,186051.0,2015.0,156763.0,2762.7,,,61110011022007.0
324,17059050,,,,2.0,3.0,,,2.0,,1373.0,1583.0,1583.0,,,1373.0,,6111.0,2.0,2.0,2.0,440.0,,,34419017.0,-119296402.0,8000.0,1.0,400.0,,,1.0,1111,261.0,,61110011.011028,13091.0,2061.0,,97099.0,5.0,,,,,251.0,,1961.0,1.0,,275086.0,458473.0,2015.0,183387.0,5597.82,,,61110011011028.0
325,17059992,,,,2.5,3.0,,,2.5,66.0,1324.0,2104.0,2104.0,,,1324.0,,6111.0,,2.0,3.0,780.0,,,34417202.0,-119291994.0,71874.0,,,,,,1110,261.0,,61110011.021027,40110.0,2061.0,,97099.0,6.0,,1.0,,,144.0,,1904.0,1.0,,170084.0,430314.0,2015.0,260230.0,5334.56,,,61110011021027.0
326,17060107,,,,2.0,4.0,,,2.0,,2245.0,2245.0,2245.0,,,2245.0,,6111.0,1.0,2.0,0.0,79.0,,,34420282.0,-119280220.0,24139.0,,,,,,1110,261.0,,61110011.021027,13091.0,2061.0,,97098.0,7.0,,,,,,,1963.0,1.0,,106899.0,170562.0,2015.0,63663.0,2528.02,,,61110011021027.0
327,17060906,,,,1.0,3.0,,,1.0,,1529.0,1529.0,1529.0,,,1529.0,,6111.0,,1.0,2.0,596.0,,,34384437.0,-119299057.0,42140.0,,,,,,1110,261.0,,61110009.021043,34543.0,2061.0,,97081.0,5.0,,,,,,,1940.0,1.0,,124393.0,331723.0,2015.0,207330.0,3493.0,,,61110009021043.0
328,17061227,,,,2.0,2.0,,,2.0,66.0,1304.0,1304.0,1304.0,,,1304.0,,6111.0,1.0,2.0,2.0,716.0,,,34434330.0,-119140961.0,217800.0,,,,,,1110,261.0,,61110009.021002,13091.0,2061.0,,97099.0,5.0,,,,,,,1980.0,1.0,,109000.0,932000.0,2015.0,823000.0,10103.74,,,61110009021002.0
329,17061468,,,,2.0,4.0,,,2.0,,936.0,1607.0,1607.0,,,936.0,,6111.0,1.0,2.0,2.0,480.0,,,34383313.0,-119069587.0,5663.0,,,,,,1111,261.0,,61110008.004084,26965.0,2061.0,,97113.0,7.0,,,,,542.0,,1973.0,2.0,,133325.0,205100.0,2015.0,71775.0,2210.8,,,61110008004084.0
330,17061867,,,,2.0,3.0,,,2.0,66.0,2266.0,2266.0,2266.0,,,2266.0,,6111.0,2.0,2.0,5.0,1258.0,,,34371870.0,-119056755.0,24402.0,,,,,,1110,261.0,,61110004.003003,26965.0,2061.0,,97113.0,6.0,,,,,,,1987.0,1.0,,352005.0,665444.0,2015.0,313439.0,7216.92,,,61110004003003.0
331,17063007,,,,2.0,3.0,,,2.0,,1456.0,1456.0,1456.0,,,1456.0,,6111.0,1.0,2.0,3.0,780.0,,,34378340.0,-118936013.0,11000.0,,,,,,1110,261.0,,61110003.033043,18098.0,2061.0,,97094.0,5.0,,,,,324.0,,1964.0,1.0,,117297.0,175435.0,2015.0,58138.0,1941.62,,,61110003033043.0
332,17063769,,,,2.0,3.0,,,2.0,,1746.0,1746.0,1746.0,,,1746.0,,6111.0,,2.0,2.0,480.0,,,34407670.0,-118915735.0,6600.0,,,,,,1110,261.0,,61110003.022073,18098.0,2061.0,,97094.0,7.0,,,,,,,1966.0,1.0,,159899.0,293148.0,2015.0,133249.0,3274.42,,,61110003022073.0
333,17064022,,,,2.0,3.0,,,2.0,,1396.0,1396.0,1396.0,,,1396.0,,6111.0,1.0,2.0,1.0,380.0,,,34405131.0,-118910954.0,4680.0,,,,,,1110,261.0,,61110003.0221,18098.0,2061.0,,97094.0,5.0,,,,,190.0,,1935.0,1.0,,60052.0,70218.0,2015.0,10166.0,839.26,,,61110003022100.0
334,17064099,,,,3.0,6.0,,,3.0,,1616.0,2141.0,2141.0,,,1616.0,,6111.0,1.0,3.0,2.0,0.0,,,34406451.0,-118906446.0,24557.0,,,,,,1111,261.0,,61110003.022083,18098.0,2061.0,,97094.0,10.0,,,,,,,1962.0,1.0,,50028.0,69365.0,2015.0,19337.0,768.74,,,61110003022083.0
335,17064252,,,,0.0,0.0,,,,,,2464.0,2464.0,,,,,6111.0,,,,,,,34408400.0,-118923000.0,15000.0,,,,,,1420,248.0,,61110003.042012,18098.0,2061.0,,97094.0,0.0,,,,4.0,,,1954.0,,,80470.0,273813.0,2015.0,193343.0,3217.76,,,61110003042012.0
336,17064321,,,,1.0,2.0,,,1.0,,552.0,552.0,552.0,,,552.0,,6111.0,,1.0,,,,,34406149.0,-118924197.0,6766.0,,,,,,1110,261.0,,61110003.042029,18098.0,2061.0,,97094.0,4.0,,,,,,,1928.0,1.0,,25992.0,61367.0,2015.0,35375.0,670.02,,,61110003042029.0
337,17064919,,,,1.0,3.0,,,1.0,,1080.0,1080.0,1080.0,,,1080.0,,6111.0,,1.0,1.0,360.0,,,34398168.0,-118927194.0,6730.0,,,,,,1111,261.0,,61110003.032018,18098.0,2061.0,,97094.0,5.0,,,,,360.0,,1955.0,1.0,,111186.0,185307.0,2015.0,74121.0,2061.84,,,61110003032018.0
338,17064942,,,,1.0,3.0,,,1.0,,1080.0,1080.0,1080.0,,,1080.0,,6111.0,1.0,1.0,1.0,360.0,,,34397172.0,-118927384.0,6728.0,,,,,,1111,261.0,,61110003.032018,18098.0,2061.0,,97094.0,5.0,,,,,445.0,,1955.0,1.0,,115000.0,331000.0,2015.0,216000.0,3778.72,,,61110003032018.0
339,17067589,,,,0.0,0.0,,,,,,1900.0,1900.0,,,,,6111.0,,,,,,,34413587.0,-118794057.0,8981.0,,,,,,1222,246.0,,61110002.002043,13311.0,2061.0,,97108.0,0.0,,,,2.0,,,,,,96659.0,182579.0,2015.0,85920.0,3709.36,,,61110002002043.0
340,17067815,,,,1.0,1.0,,,1.0,,704.0,704.0,704.0,,,704.0,,6111.0,,1.0,1.0,0.0,,,34401933.0,-118805341.0,71877.0,1.0,450.0,,,1.0,1110,261.0,,61110002.002035,18098.0,2061.0,,97094.0,3.0,,,,,,,1948.0,1.0,,31979.0,245178.0,2015.0,213199.0,3608.82,,,61110002002035.0
341,17068109,,,,1.5,3.0,,,1.5,66.0,1698.0,1698.0,1698.0,,,1698.0,,6111.0,1.0,1.0,0.0,0.0,,,34365693.0,-119448392.0,2588.0,,,,,,1110,261.0,,61110012.061086,34543.0,2061.0,,97081.0,6.0,,1.0,,,,,1979.0,1.0,,190508.0,282303.0,2015.0,91795.0,2954.74,,,61110012061086.0
342,17069169,,,,1.0,3.0,,,1.0,,1058.0,1058.0,1058.0,,,1058.0,,6111.0,,1.0,2.0,400.0,,,34444682.0,-119249197.0,5783.0,,,,,,1110,261.0,,61110009.022049,13091.0,2061.0,,97099.0,5.0,,,,,160.0,,1959.0,1.0,,71650.0,183117.0,2015.0,111467.0,2729.38,,,61110011012002.0
343,17069703,,,,0.0,0.0,,,,,,2808.0,,,2808.0,,,6111.0,,,,,,,34370526.0,-119304482.0,10020.0,,,,,,1420,248.0,,61110010.013008,34543.0,2061.0,,97081.0,0.0,,,,4.0,,,1961.0,,,168261.0,337829.0,2015.0,169568.0,3719.88,,,61110010013020.0
344,17069749,,,,0.0,0.0,,,,,,2941.0,2941.0,,,,,6111.0,1.0,,,,,,34367300.0,-119307000.0,27443.0,,,,,,1222,246.0,,61110010.013012,34543.0,2061.0,,97081.0,0.0,,,,2.0,,,1937.0,,,104509.0,271723.0,2015.0,167214.0,3009.92,Y,14.0,61110010013012.0
345,17070219,,,,2.0,3.0,,,2.0,,1054.0,1688.0,1688.0,,,1054.0,,6111.0,1.0,2.0,1.0,342.0,,,34336537.0,-119291142.0,5940.0,,,,,,1111,261.0,,61110012.041008,34543.0,2061.0,,97081.0,7.0,,,,,150.0,,1958.0,1.0,,168498.0,280826.0,2015.0,112328.0,3614.02,,,61110012041008.0
346,17070342,,,,2.0,3.0,,,2.0,,1066.0,1066.0,1066.0,,,1066.0,,6111.0,,2.0,1.0,340.0,,,34337843.0,-119288514.0,7550.0,,,,,,1111,261.0,,61110012.041015,34543.0,2061.0,761219.0,97081.0,5.0,,,,,518.0,,1958.0,1.0,,40653.0,53864.0,2015.0,13211.0,1241.2,,,61110012041015.0
347,17071090,,,,2.0,4.0,,,2.0,,1800.0,1800.0,1800.0,,,1800.0,,6111.0,1.0,2.0,2.0,440.0,,,34291735.0,-119205612.0,12195.0,,,,,,1110,261.0,,61110017.001031,34543.0,2061.0,,97083.0,7.0,,,,,,,1962.0,1.0,,56051.0,74360.0,2015.0,18309.0,801.98,,,61110017001031.0
348,17071573,,,,2.5,3.0,,,2.5,,1963.0,1963.0,1963.0,,,1963.0,,6111.0,1.0,2.0,2.0,441.0,,,34296359.0,-119207632.0,19752.0,,,,,,1110,261.0,,61110017.001007,34543.0,2061.0,761223.0,97083.0,7.0,,1.0,,,162.0,,1965.0,1.0,,139747.0,314435.0,2015.0,174688.0,3372.58,,,61110017001007.0
349,17071718,,,,2.0,4.0,,,2.0,,1940.0,1940.0,1940.0,,,1940.0,,6111.0,1.0,2.0,2.0,460.0,,,34291597.0,-119215150.0,7560.0,,,,,,1111,261.0,,61110017.001016,34543.0,2061.0,,97083.0,8.0,,,,,180.0,,1967.0,1.0,,252000.0,721000.0,2015.0,469000.0,7557.74,,,61110017001016.0
350,17071879,,,,2.0,4.0,,,2.0,66.0,1124.0,1844.0,1844.0,,,1124.0,,6111.0,1.0,2.0,2.0,472.0,,,34288147.0,-119223240.0,11185.0,,,,,,1111,261.0,,61110018.001001,34543.0,2061.0,,97083.0,8.0,,,,,,,1973.0,2.0,,360987.0,693925.0,2015.0,332938.0,7284.52,,,61110018001001.0
351,17071902,,,,2.5,3.0,,,2.5,,770.0,1706.0,1706.0,,,770.0,,6111.0,1.0,2.0,2.0,456.0,,,34287968.0,-119221256.0,8709.0,,,,,,1111,261.0,,61110018.001018,34543.0,2061.0,,97083.0,6.0,,1.0,,,,,1974.0,2.0,,169463.0,253756.0,2015.0,84293.0,2717.38,,,61110018001018.0
352,17072099,,,,1.0,3.0,,,1.0,,1176.0,1176.0,1176.0,,,1176.0,,6111.0,1.0,1.0,1.0,240.0,,,34297666.0,-119295692.0,7018.0,,,,,,1110,261.0,,61110023.001001,34543.0,2061.0,,97081.0,6.0,,,,,,,1928.0,1.0,,39965.0,146117.0,2015.0,106152.0,1579.54,,,61110023001001.0
353,17072213,,,,2.0,3.0,,,2.0,,1379.0,1379.0,1379.0,,,1379.0,,6111.0,,2.0,1.0,0.0,,,34293632.0,-119297088.0,5650.0,,,,,,1110,261.0,,61110023.001004,34543.0,2061.0,,97081.0,7.0,,,,,,,1935.0,1.0,,19333.0,29492.0,2015.0,10159.0,419.94,,,61110023001004.0
354,17072870,,,,1.0,2.0,,,1.0,,816.0,816.0,,,816.0,816.0,,6111.0,,1.0,1.0,0.0,,,34296002.0,-119294355.0,5334.0,,,,,,1222,246.0,,61110022.001007,34543.0,2061.0,761218.0,97081.0,5.0,,,,2.0,,,1928.0,1.0,,78382.0,261275.0,2015.0,182893.0,2850.52,,,61110022001007.0
355,17072893,,,,1.0,3.0,,,1.0,,1019.0,1019.0,1019.0,,,1019.0,,6111.0,,1.0,1.0,260.0,,,34295141.0,-119293927.0,5523.0,,,,,,1110,261.0,,61110022.001007,34543.0,2061.0,,97081.0,5.0,,,,,,,1952.0,1.0,,64901.0,180287.0,2015.0,115386.0,1925.74,,,61110022001007.0
356,17073008,,,,1.0,2.0,,,1.0,,870.0,870.0,870.0,,,870.0,,6111.0,1.0,1.0,2.0,480.0,,,34293986.0,-119292402.0,6059.0,,,,,,1110,261.0,,61110022.001013,34543.0,2061.0,,97081.0,5.0,,,,,,,1929.0,1.0,,90557.0,171856.0,2015.0,81299.0,1839.1,,,61110022001013.0
357,17073230,,,,1.5,3.0,,,1.5,,1040.0,1040.0,1040.0,,,1040.0,,6111.0,,1.0,1.0,300.0,,,34310440.0,-119289439.0,7800.0,,,,,,1111,261.0,,61110023.003011,34543.0,2061.0,,97081.0,5.0,,1.0,,,,,1963.0,1.0,,171432.0,285718.0,2015.0,114286.0,3045.7,,,61110023003011.0
358,17073299,,,,1.0,3.0,,,1.0,,996.0,996.0,996.0,,,996.0,,6111.0,,1.0,1.0,273.0,,,34310575.0,-119287116.0,6825.0,,,,,,1111,261.0,,61110023.003012,34543.0,2061.0,,97081.0,5.0,,,,,,,1963.0,1.0,,28517.0,41728.0,2015.0,13211.0,487.42,,,61110023003012.0
359,17073391,,,,2.0,4.0,,,2.0,,983.0,1536.0,1536.0,,,983.0,,6111.0,1.0,2.0,2.0,506.0,,,34306420.0,-119290852.0,7169.0,,,,,,1111,261.0,,61110022.003001,34543.0,2061.0,,97081.0,6.0,,,,,320.0,,1978.0,2.0,,193323.0,386646.0,2015.0,193323.0,4086.5,,,61110022003001.0
360,17073537,,,,2.0,3.0,,,2.0,,1392.0,1392.0,1392.0,,,1392.0,,6111.0,1.0,2.0,2.0,489.0,,,34304890.0,-119290234.0,6885.0,,,,,,1111,261.0,,61110022.003006,34543.0,2061.0,,97081.0,6.0,,,,,192.0,,1979.0,1.0,,124812.0,188750.0,2015.0,63938.0,2029.3,,,61110022003006.0
361,17073637,,,,2.5,2.0,,,2.5,,548.0,1263.0,1263.0,,,548.0,,6111.0,1.0,2.0,2.0,0.0,,,34304496.0,-119290378.0,,,,,,,1128,265.0,,61110022.003021,34543.0,2061.0,,97081.0,4.0,,1.0,,,153.0,,1985.0,2.0,,117951.0,157254.0,2015.0,39303.0,1730.92,,,61110022003021.0
362,17073783,,,,2.5,3.0,,,2.5,,548.0,1264.0,1264.0,,,548.0,,6111.0,,2.0,2.0,0.0,,,34303597.0,-119287236.0,1735.0,,,,,,1128,265.0,,61110022.003007,34543.0,2061.0,,97081.0,5.0,,1.0,,,128.0,,1986.0,2.0,,115087.0,191811.0,2015.0,76724.0,2015.06,,,61110022003007.0
363,17073829,,,,2.5,3.0,,,2.5,,850.0,2162.0,2162.0,,,850.0,,6111.0,1.0,2.0,3.0,810.0,,,34301573.0,-119285757.0,16830.0,,,,,,1111,261.0,,61110022.003001,34543.0,2061.0,761218.0,97081.0,8.0,,1.0,,,293.0,,1988.0,2.0,,309769.0,453597.0,2015.0,143828.0,4798.28,,,61110022003001.0
364,17073952,,,,2.0,2.0,,,2.0,,986.0,986.0,986.0,,,986.0,,6111.0,1.0,2.0,1.0,0.0,,,34305600.0,-119284000.0,,,,,,,1129,266.0,,61110022.003001,34543.0,2061.0,,97081.0,4.0,,,,,55.0,,1989.0,1.0,,89000.0,255000.0,2015.0,166000.0,2676.76,,,61110022003001.0
365,17074134,,,,2.5,4.0,,,2.5,,2016.0,2016.0,2016.0,,,2016.0,,6111.0,2.0,2.0,2.0,449.0,,,34289045.0,-119199457.0,21988.0,,,,,,1111,261.0,,61110017.001034,34543.0,2061.0,,97083.0,8.0,,1.0,,,,,1977.0,1.0,,111435.0,148884.0,2015.0,37449.0,1598.92,,,61110017001034.0
366,17074257,,,,2.5,4.0,,,2.5,,2016.0,3046.0,3046.0,,,2016.0,,6111.0,2.0,2.0,2.0,449.0,,,34295949.0,-119203363.0,15476.0,,,,,,1111,261.0,,61110017.001017,34543.0,2061.0,,97083.0,8.0,,1.0,,,,,1978.0,1.0,,202034.0,246355.0,2015.0,44321.0,2663.96,,,61110017001017.0
367,17074479,,,,1.0,5.0,,,1.0,,1040.0,1040.0,1040.0,,,1040.0,,6111.0,,1.0,,,,,34289223.0,-119294543.0,6376.0,,,,,,1110,261.0,,61110022.002001,34543.0,2061.0,,97081.0,7.0,,,,,,,1924.0,1.0,,80398.0,142114.0,2015.0,61716.0,1606.7,,,61110022002001.0
368,17074853,,,,1.0,2.0,,,1.0,,862.0,862.0,862.0,,,862.0,,6111.0,,1.0,2.0,400.0,,,34287536.0,-119301879.0,4666.0,,,,,,1110,261.0,,61110023.004001,34543.0,2061.0,,97081.0,5.0,,,,,,,1926.0,1.0,,61165.0,158988.0,2015.0,97823.0,1694.24,,,61110023004001.0
369,17075400,,,,2.0,3.0,,,2.0,,1306.0,1306.0,1306.0,,,1306.0,,6111.0,,2.0,1.0,0.0,,,34292168.0,-119301910.0,,,,,,,1129,266.0,,61110023.002003,34543.0,2061.0,,97081.0,5.0,,,,,,,1981.0,1.0,,87265.0,174530.0,2015.0,87265.0,1907.4,,,61110023002003.0
370,17075613,,,,2.0,2.0,,,2.0,,1504.0,1504.0,1504.0,,,1504.0,,6111.0,1.0,2.0,2.0,504.0,,,34285818.0,-119277942.0,15663.0,,,,,,1110,261.0,,61110020.003001,34543.0,2061.0,,97081.0,5.0,,,,,,,1973.0,1.0,,166491.0,410155.0,2015.0,243664.0,4319.4,,,61110020003001.0
371,17075728,,,,0.0,0.0,,,,,,1469.0,1469.0,,,,,6111.0,1.0,,,,,,34283891.0,-119276563.0,5500.0,,,,,,1210,246.0,,61110020.003002,34543.0,2061.0,,97081.0,0.0,,,,2.0,,,1927.0,,,169304.0,846529.0,2015.0,677225.0,8949.12,,,61110020003002.0
372,17076087,,,,2.0,3.0,,,2.0,66.0,1144.0,1144.0,1144.0,,,1144.0,,6111.0,1.0,2.0,2.0,440.0,,,34282851.0,-119270437.0,8059.0,,,,,,1110,261.0,,61110020.002002,34543.0,2061.0,,97081.0,5.0,,,,,300.0,240.0,1957.0,1.0,,94000.0,709000.0,2015.0,615000.0,7568.46,,,61110020002002.0
373,17076210,,,,3.0,4.0,,,3.0,,1408.0,2408.0,2408.0,,,1408.0,,6111.0,1.0,3.0,2.0,506.0,,,34280009.0,-119268860.0,6250.0,,,,,,1110,261.0,,61110020.002005,34543.0,2061.0,,97081.0,7.0,,,,,169.0,253.0,1925.0,2.0,,248225.0,420930.0,2015.0,172705.0,4447.36,,,61110020002005.0
374,17076371,,,,2.0,2.0,,,2.0,66.0,988.0,1675.0,1675.0,,,988.0,,6111.0,2.0,2.0,2.0,0.0,,,34285792.0,-119286112.0,,,,,,,1129,266.0,,61110021.021007,34543.0,2061.0,,97081.0,6.0,,,,,,,1981.0,2.0,,331136.0,551889.0,2015.0,220753.0,5797.08,,,61110021021007.0
375,17076648,,,,1.0,2.0,,,1.0,,950.0,950.0,950.0,,,950.0,,6111.0,1.0,1.0,,,,,34280530.0,-119286855.0,4165.0,,,,,,1110,261.0,,61110024.002005,34543.0,2061.0,,97081.0,5.0,,,,,,,1930.0,1.0,,250000.0,450000.0,2015.0,200000.0,4809.48,,,61110024002005.0
376,17076686,,,,2.5,3.0,,,2.5,,960.0,1400.0,1400.0,,,960.0,,6111.0,1.0,2.0,1.0,396.0,,,34281343.0,-119285820.0,6300.0,,,,,,1110,261.0,,61110021.021031,34543.0,2061.0,,97081.0,7.0,,1.0,,,,,1940.0,2.0,,150629.0,482022.0,2015.0,331393.0,5180.96,,,61110021021031.0
377,17076853,,,216.0,1.0,2.0,,,1.0,,1348.0,1348.0,1348.0,,,1348.0,,6111.0,1.0,1.0,3.0,720.0,,,34280670.0,-119272889.0,9343.0,,,,,,1110,261.0,,61110020.002006,34543.0,2061.0,761211.0,97081.0,6.0,7.0,,,,,,1926.0,1.0,,57587.0,77077.0,2015.0,19490.0,862.66,,,61110020002006.0
378,17077980,,,,2.0,3.0,,,2.0,66.0,1475.0,1475.0,1475.0,,,1475.0,,6111.0,1.0,2.0,2.0,420.0,,,34282565.0,-119264698.0,7031.0,,,,,,1110,261.0,,61110020.001004,34543.0,2061.0,,97081.0,5.0,,,,,,,1944.0,1.0,,118170.0,463588.0,2015.0,345418.0,4907.64,,,61110020001004.0
379,17078080,,,555.0,1.5,2.0,,,1.5,,1245.0,1245.0,1245.0,,,1245.0,,6111.0,,1.0,2.0,400.0,,,34282064.0,-119263274.0,11099.0,,,,,,1110,261.0,,61110020.001009,34543.0,2061.0,761211.0,97081.0,5.0,7.0,1.0,,,168.0,,1965.0,1.0,,37879.0,58250.0,2015.0,20371.0,690.48,,,61110020001009.0
380,17078103,,,,3.0,3.0,,,3.0,66.0,1349.0,2597.0,2597.0,,,1349.0,,6111.0,2.0,3.0,1.0,274.0,,,34281332.0,-119264174.0,5631.0,,,,,,1110,261.0,,61110020.001008,34543.0,2061.0,,97081.0,8.0,,,,,,26.0,1948.0,2.0,,238328.0,577471.0,2015.0,339143.0,6090.12,,,61110020001008.0
381,17078502,,,,1.0,2.0,,,1.0,,1170.0,1170.0,1170.0,,,1170.0,,6111.0,1.0,1.0,2.0,621.0,,,34278012.0,-119257047.0,5643.0,,,,,,1110,261.0,,61110019.002015,34543.0,2061.0,,97083.0,5.0,,,,,,,1948.0,1.0,,146518.0,584025.0,2015.0,437507.0,6153.62,,,61110019002015.0
